Date,URL,Title,Source,Country,LABEL,Generated Label,Generated Label (Number)
20221202T134500Z,https://tnp.straitstimes.com/news/singapore/empty-containers-fell-sea-keppel-terminal-being-recovered-psa,Empty containers that fell into sea at Keppel Terminal being recovered : PSA,tnp.straitstimes.com,Singapore,6,2,2.0
20221204T020000Z,https://stomp.straitstimes.com/singapore-seen/15-empty-containers-blown-into-sea-by-strong-winds-at-keppel-terminal-retrieved,15 empty containers blown into sea by strong winds at Keppel Terminal retrieved,stomp.straitstimes.com,Singapore,6,9,9.0
20221007T024500Z,https://www.straitstimes.com/asia/east-asia/south-korea-us-to-stage-drills-with-aircraft-carrier-after-north-korean-missile-launches,"South Korea , US stage drills with aircraft carrier after North Korean missile launches",straitstimes.com,Singapore,11,12,12.0
20221105T081500Z,https://www.straitstimes.com/business/us-sanctions-owner-of-supertanker-grounded-near-s-pore-over-links-to-iran-backed-hizbollah,US sanctions owner of supertanker grounded near Spore over links to Iran - backed Hizbollah,straitstimes.com,Singapore,11,5,5.0
20231024T094500Z,https://www.straitstimes.com/world/europe/several-missing-after-freighters-collide-in-german-north-sea,Several missing after freighters collide in German North Sea,straitstimes.com,Singapore,6,2,2.0
20231220T203000Z,https://www.cnn.com/2023/12/20/business/ikea-houthi-red-sea-attacks-delays/,"Ikea facing delays , disruption due to Red Sea attacks",cnn.com,United States,1,3,3.0
20231026T114500Z,https://www.reuters.com/world/middle-east/iraqi-pro-gaza-protesters-block-oil-tanker-trucks-entering-jordan-2023-10-26/,Iraqi pro - Gaza protesters block oil tanker trucks from entering Jordan,reuters.com,United States,7,4,4.0
20231120T123000Z,https://www.cnbc.com/2023/11/20/yemens-houthi-militants-seize-cargo-ship-in-the-red-sea.html,Yemen Houthi militants seize cargo ship in the Red Sea,cnbc.com,United States,10,3,3.0
20231005T161500Z,https://edition.cnn.com/2023/10/05/europe/russia-naval-assets-sevastopol-intl/,Crimea : Satellite imagery indicates Russia moving navy ships to other ports after Sevastopol attacks,edition.cnn.com,United States,3,10,10.0
20231019T114500Z,https://www.reuters.com/markets/commodities/crunch-time-brazil-ports-coffee-flow-hit-sugar-faces-delays-2023-10-19/,"Crunch time for Brazil ports as coffee flow hit , sugar faces delays",reuters.com,United States,1,4,4.0
20231225T024500Z,https://www.straitstimes.com/asia/philippine-actions-in-south-china-sea-extremely-dangerous-chinese-state-media,Philippine actions in South China Sea  extremely dangerou - Chinese state media,straitstimes.com,Singapore,11,12,12.0
20231117T193000Z,https://www.todayonline.com/world/grain-ship-lightly-damaged-ukraine-likely-hit-sea-mine-sources-2307961,"Grain ship lightly damaged off Ukraine , likely hit sea mine - sources",todayonline.com,China,6,2,2.0
20231007T000000Z,https://euromaidanpress.com/2023/10/06/reuters-turkish-cargo-ship-hit-a-mine-en-route-to-ukrainian-black-sea-port/,Reuters : Turkish cargo ship hit a mine en route to Ukrainian Black Sea port,euromaidanpress.com,Ukraine,11,2,2.0
20201118T093000Z,https://gcaptain.com/pirates-kidnap-19-in-two-separate-incidents-in-gulf-of-guinea-dryad/,Pirates Kidnap 19 in Two Separate Incidents in Gulf of Guinea - Dryad â€“ gCaptain,gcaptain.com,United States,2,3,3.0
20201118T224500Z,https://gcaptain.com/u-s-import-boom-delaying-cargo-at-nations-busiest-port/,U . S . Import Boom Delaying Cargo at Nation Busiest Port â€“ gCaptain,gcaptain.com,United States,1,4,4.0
20201221T183000Z,https://gcaptain.com/traders-at-odds-with-china-import-ban-keep-coal-cargoes-in-limbo/,Traders at Odds With China Import Ban Keep Coal Cargoes in Limbo â€“ gCaptain,gcaptain.com,United States,11,10,10.0
20201215T011500Z,https://gcaptain.com/hafnia-confirms-tanker-bw-rhine-hit-by-explosion-in-saudi-arabia/,Hafnia Confirms Tanker BW Rhine Hit by Explosion in Saudi Arabia â€“ gCaptain,gcaptain.com,United States,6,2,2.0
20201217T200000Z,https://gcaptain.com/general-cargo-ship-goes-missing-off-vietnam/,General Cargo Ship Goes Missing Off Vietnam â€“ gCaptain,gcaptain.com,United States,6,2,2.0
20201223T223000Z,https://gcaptain.com/clogged-u-k-port-reopens-in-chaos-as-truckers-await-covid-tests/,Clogged U . K . Port Reopens in Chaos as Truckers Await Covid Tests â€“ gCaptain,gcaptain.com,United States,7,4,4.0
20201228T213000Z,https://gcaptain.com/loading-of-more-than-140-grains-ships-in-argentina-delayed-due-to-strike/,Loading of More Than 140 Grains Ships in Argentina Delayed Due to Strike â€“ gCaptain,gcaptain.com,United States,1,4,4.0
20201228T170000Z,https://gcaptain.com/murmansk-trawler-sinking/,Russian Trawler Sinks in Barents Sea with 17 Missing â€“ gCaptain,gcaptain.com,United States,6,2,2.0
20221122T011500Z,https://gcaptain.com/drone-fired-rocket-hits-offshore-oil-terminal-in-yemen/,Drone - Fired Rocket Hits Offshore Oil Terminal in Yemen,gcaptain.com,United States,3,12,12.0
20221027T151500Z,https://gcaptain.com/unwanted-russian-oil-singapore/,Unwanted Russian Oil Fills Singapore Anchorage,gcaptain.com,United States,8,4,4.0
20221206T183000Z,https://gcaptain.com/turkish-tanker-jam-leaves-millions-of-barrels-stuck-at-sea/,Turkish Tanker Jam Leaves Millions of Barrels Stuck at Sea,gcaptain.com,United States,4,1,1.0
20221122T224500Z,https://gcaptain.com/u-s-navy-confirms-iranian-drone-struck-tanker-in-middle-east/,U . S . Navy Confirms Iranian Drone Struck Tanker in Middle East,gcaptain.com,United States,7,3,3.0
20221107T200000Z,https://gcaptain.com/grounded-supertanker-could-take-a-month-to-free-indonesia-navy/,Grounded Supertanker Could Take a Month to Free - Indonesia Navy,gcaptain.com,United States,10,1,1.0
20221116T160000Z,https://gcaptain.com/eastern-pacific-shipping-tanker-hit-by-projectile-off-oman/,Eastern Pacific Shipping Tanker Hit By  Projectile  Off Oman,gcaptain.com,United States,12,2,2.0
20221025T201500Z,https://gcaptain.com/carnival-halts-asian-cruises-as-chinas-covid-zero-policy-bites/,Carnival Halts Asia Cruises AsÂ China Covid Zero Policy Bites,gcaptain.com,United States,11,12,12.0
20240820T173000Z,https://gcaptain.com/russian-oil-takes-long-route-to-asia-avoiding-red-sea/,"Russian Oil Takes Long Route to Asia , Avoiding Red Sea",gcaptain.com,United States,11,4,4.0
20240809T181500Z,https://gcaptain.com/watch-huge-explosion-on-containership-ym-mobility-at-ningbo-zhoushan-port/,Watch : Huge Explosion on Containership YM Mobility at Ningbo - Zhoushan Port,gcaptain.com,United States,6,2,2.0
20211007T021500Z,https://www.msn.com/en-xl/asia/srilanka/slpa-successfully-assists-stricken-container-ship/ar-AAPdwex,SLPA successfully assists stricken container ship,msn.com,United States,2,1,1.0
20211104T163000Z,https://www.seattlemet.com/news-and-city-life/2021/11/seattle-shipping-container-s-supply-chain-journey,Seattle Stacked Shipping Containers Mask a Supply Chain Whirlwind,seattlemet.com,United States,12,4,4.0
20211204T073000Z,https://www.maritime-executive.com/article/first-berths-at-singapore-s-gigantic-tuas-port-set-enter-service,First Berths at Singapore Gigantic Tuas Port Set Enter Service,maritime-executive.com,United States,4,12,12.0
20211119T060000Z,https://www.thehindubusinessline.com/economy/logistics/hazardous-cargo-containers-shipped-from-pakistan-to-china-seized-at-mundra-port/article37573179.ece,Hazardous cargo containers shipped from Pakistan to China seized at Mundra Port,thehindubusinessline.com,India,5,10,10.0
20211206T050000Z,https://www.netwerk24.com/netwerk24/za/weslander/nuus/container-ship-msc-trieste-in-port-for-repairs-20211201-2,Container ship MSC Trieste in port for repairs,netwerk24.com,South Africa,2,6,6.0
20211102T044500Z,https://www.bnnbloomberg.ca/ships-queues-worsen-port-delays-from-singapore-to-piraeus-1.1675498,Ships Queues Worsen Port Delays From Singapore to Piraeus,bnnbloomberg.ca,Canada,1,4,4.0
20211022T181500Z,http://www.businessnorth.com/daily_briefing/expanded-maritime-container-capability-available-in-duluth/article_3aeb5396-334c-11ec-9db9-73a7c4dac1f3.html,Expanded maritime container capability available in Duluth,businessnorth.com,United States,12,4,4.0
20211122T123000Z,https://www.hellenicshippingnews.com/shanghais-yangshan-open-for-foreign-vessels-as-international-cargo-relay-port/,Shanghai Yangshan open for foreign vessels as international cargo - relay port | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,4,4.0
20211103T043000Z,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/ships-queues-worsen-port-delays-from-singapore-to-piraeus/articleshow/87500166.cms,port : Ships queues worsen port delays from Singapore to Piraeus,economictimes.indiatimes.com,India,1,4,4.0
20211203T081500Z,https://www.thomasnet.com/insights/5-largest-ports-in-the-world/,5 Largest Ports in the World,thomasnet.com,United States,12,4,4.0
20211211T011500Z,http://www.frontpagemag.com/point/2021/12/california-supply-chain-crisis-solved-hiding-it-daniel-greenfield/,California Supply Chain Crisis Solved ... By Hiding It In the Sea,frontpagemag.com,United States,4,8,8.0
20211102T120000Z,https://www.freshfruitportal.com/news/2021/11/02/ship-queues-worsen-port-delays-around-the-world/,Ship queues worsen port delays around the world - FreshFruitPortal . com,freshfruitportal.com,United States,1,4,4.0
20211111T223000Z,https://www.hellenicshippingnews.com/us-senator-proposes-125m-in-grants-to-reroute-container-ships/,US senator proposes $125M in grants to reroute container ships | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,4,4.0
20211130T184500Z,https://www.freshplaza.com/article/9378555/banana-reefer-ship-strikes-seawall-while-departing-japanese-port/,Banana reefer ship strikes seawall while departing Japanese port,freshplaza.com,China,11,2,2.0
20211026T134500Z,https://tass.com/defense/1354197,Russian Defense Ministry posts clip of marines freeing ship from pirates in African waters,tass.com,,12,3,3.0
20211102T154500Z,https://www.ttnews.com/articles/ship-queues-worsen-port-delays-singapore-greece,Ship Queues Worsen Port Delays From Singapore to Greece,ttnews.com,United States,1,4,4.0
20211205T221500Z,https://tass.com/world/1371087,Polish Maritime Office confirms detention of Russian vessel in Baltic Sea,tass.com,,12,10,10.0
20211014T200000Z,https://www.bloodhorse.com/horse-racing/articles/tag/cargo-travel,Cargo travel Headlines - Page 1 of 1,bloodhorse.com,United States,12,1,1.0
20211115T204500Z,https://www.marketscreener.com/news/latest/FMC-Effort-Will-Examine-How-Data-Can-Improve-Ocean-Cargo-Velocity--37031579/,FMC Effort Will Examine How Data Can Improve Ocean Cargo Velocity,marketscreener.com,,12,4,4.0
20211228T214500Z,https://neworleanscitybusiness.com/blog/2021/12/28/book-of-lists-newsmaker-port-todd-rives/,Book of Lists Newsmaker â€“ Port : Todd Rives | New Orleans CityBusiness,neworleanscitybusiness.com,United States,12,4,4.0
20211116T133000Z,https://www.offshore-energy.biz/dcsa-new-standards-to-enable-jit-arrivals/,DCSA : New standards enable just - in - time arrivals,offshore-energy.biz,,12,4,4.0
20211218T003000Z,https://www.bizjournals.com/stlouis/news/2021/12/17/mississippi-river-cargo-hub-st-louis-shipping-hub.html,Developers back new Mississippi River cargo port that could make St . Louis a shipping hub,bizjournals.com,United States,12,4,4.0
20211130T024500Z,https://pakobserver.net/kpt-to-build-six-lane-bridge-connecting-east-and-west-wharves/,"KPT to build six - lane bridge , connecting east and west wharves",pakobserver.net,Pakistan,12,4,4.0
20211102T174500Z,https://tass.com/economy/1357159,Cargo for Rooppur NPP in Bangladesh to be supplied over Northern Sea Route,tass.com,,11,12,12.0
20211203T120000Z,https://www.offshore-energy.biz/psa-one-set-up-eco-friendly-barge-service/,"PSA , ONE set up eco - friendly barge service at Jurong Island Terminal",offshore-energy.biz,,12,8,8.0
20211116T181500Z,https://www.marineinsight.com/shipping-news/complete-framework-of-just-in-time-standards-for-main-port-call-activities-dcsa/,Complete Framework Of Just - In - Time Standards For Main Port Call Activities : DCSA,marineinsight.com,United States,12,4,4.0
20211206T230000Z,https://www.theepochtimes.com/ships-continue-to-flood-the-la-ports_4141655.html,Ships Continue to Flood the LA Ports,theepochtimes.com,United States,9,4,4.0
20211202T060000Z,https://www.msn.com/en-us/money/news/supply-chain-chaos-is-causing-ship-emissions-to-jump/ar-AARn7Fd,Supply chain chaos is causing ship emissions to jump,msn.com,United States,12,8,8.0
20211105T231500Z,https://www.timescolonist.com/local-news/damaged-container-ship-gets-green-light-to-move-to-port-in-nanaimo-or-vancouver-4729893,Damaged container ship gets green light to move to port in Nanaimo or Vancouver,timescolonist.com,Canada,4,6,6.0
20211213T083000Z,https://www.dailymail.co.uk/news/article-10303585/Two-cargo-ships-one-British-collide-Baltic-Sea.html,Two cargo ships - one British - collide in the Baltic Sea,dailymail.co.uk,United Kingdom,12,2,2.0
20211228T180000Z,https://www.urdupoint.com/en/middle-east/jebel-ali-port-receives-kaiso-line039s-mv-1437384.html,Jebel Ali Port Receives Kaiso Lines MV Atlantic Pioneer,urdupoint.com,Pakistan,4,1,1.0
20221203T071500Z,https://www.malaymail.com/news/singapore/2022/12/03/strong-winds-send-15-empty-shipping-containers-falling-into-sea-at-singapores-keppel-terminal-video/43249,Strong winds send 15 empty shipping containers falling into sea at Singapore Keppel Terminal ( VIDEO ) ,malaymail.com,United States,6,9,9.0
20221102T104500Z,https://lloydslist.maritimeintelligence.informa.com/LL1142767/VLCC-master-warned-of-grounding-risk-says-MPA,"VLCC master warned of grounding risk , says MPA",lloydslist.maritimeintelligence.informa.com,United Kingdom,12,10,10.0
20221202T133000Z,https://en.portnews.ru/news/339546/,15 empty containers at Keppel Terminal in the port of Singapore fall into the water due to squall,en.portnews.ru,,4,9,9.0
20221025T124500Z,https://shipandbunker.com/news/apac/652059-vessel-held-in-singapore,Vessel Held in Singapore,shipandbunker.com,Singapore,12,10,10.0
20221213T201500Z,https://www.marinelink.com/news/singapore-bunker-sales-hit-month-high-501561,Singapore Bunker Sales Hit 22 - Month High,marinelink.com,United States,12,6,6.0
20221214T030000Z,https://gcaptain.com/singapore-bunker-fuel-sales-hit-22-month-high-in-november/,Singapore Bunker Fuel Sales Hit 22 - Month High in November,gcaptain.com,United States,12,8,8.0
20221019T154500Z,https://focustaiwan.tw/society/202210190025,Port authorities accused of endangering stuck Indonesian sailor lives,focustaiwan.tw,Taiwan,4,2,2.0
20221215T154500Z,https://www.maersk.com/news/articles/2022/12/15/north-america-market-update-december,Maersk North America Market Update ( December 2022 ) ,maersk.com,,12,1,1.0
20221022T030000Z,https://www.geelongadvertiser.com.au/breaking-news/cargo-ship-rio-madeira-stranded-after-power-failure/news-story/4082cc4ab8345e038dde8f5baed31fb3?nk=19da256ca87c5517ebeed05003633b99-1666406818,"Rio Madeira : Ship stranded off NSW south coast , AMSA says",geelongadvertiser.com.au,Australia,12,2,2.0
20221116T144500Z,https://www.france24.com/en/middle-east/20221116-tanker-owned-by-israeli-billionaire-hit-off-oman-s-coast,Tanker owned by Israeli billionaire hit off Oman coast,france24.com,France,12,2,2.0
20221109T013000Z,https://www.malaymail.com/news/singapore/2022/11/09/singapore-helps-to-rescue-over-300-suspected-migrants-from-sinking-boat-off-vietnam/38415,Singapore helps to rescue over 300 suspected migrants from sinking boat off Vietnam,malaymail.com,United States,9,2,2.0
20221101T101500Z,https://www.seatrade-maritime.com/casualty/singapore-warned-djibouti-flagged-vlcc-prior-grounding,Singapore warned Djibouti - flagged VLCC prior to grounding,seatrade-maritime.com,China,12,2,2.0
20230101T211500Z,https://www.gulf-times.com/article/652502/qatar/qatar-witnesses-85-year-on-year-surge-in-cargoes-in-december,Qatar witnesses 85 % year - on - year surge in cargoes in December,gulf-times.com,Qatar,12,4,4.0
20221220T153000Z,https://www.manilatimes.net/2022/12/21/business/maritime/ictsi-signs-new-30-year-lease-for-baltic-terminal-in-poland/1871076,ICTSI signs new 30 - year lease for Baltic Terminal in Poland,manilatimes.net,Philippines,12,4,4.0
20221116T120000Z,https://www.thejournal.ie/oil-tanker-drone-hit-oman-5921140-Nov2022/,Oil tanker  hit by bomb - carrying drone  off coast of Oman,thejournal.ie,Ireland,12,3,3.0
20221207T204500Z,https://www.news24.com/news24/SouthAfrica/News/watch-mystery-surrounds-presence-of-us-sanctioned-russian-ship-in-simons-town-20221207,WATCH | Mystery surrounds presence of US - sanctioned Russian ship in Simon Town,news24.com,South Africa,12,10,10.0
20221221T110000Z,https://www.offshore-energy.biz/msc-resilient-iii-crew-member-dies-following-onboard-incident-in-bluff-new-zealand/,"MSC Resilient IIIÂ crew member dies following onboard incident in Bluff , New Zealand",offshore-energy.biz,,12,2,2.0
20221228T141500Z,https://www.thehindu.com/news/cities/Kochi/police-register-case-on-death-of-ships-captain/article66313515.ece,Police register case on death of ship captain,thehindu.com,India,12,2,2.0
20221214T083000Z,https://www.thesundaily.my/business/northport-sets-new-record-in-cargo-business-segment-BH10359392,Northport sets new record in cargo business segment,thesundaily.my,Malaysia,4,6,6.0
20221206T124500Z,https://www.rigzone.com:443/news/little_incident_activity_globally_notes_maritime_security_update-06-dec-2022-171277-article/,Little Incident Activity Globally Notes Maritime Security Update,rigzone.com,United States,12,3,3.0
20221207T020000Z,https://www.rnz.co.nz/news/national/480280/engineer-fined-over-huge-fire-at-napier-port,Engineer fined over huge fire at Napier Port,rnz.co.nz,,4,2,2.0
20221221T150000Z,https://www.ship-technology.com/news/ictsi-lease-baltic-container-terminal/,ICTSI reaches 30 - year lease extension for Baltic Container Terminal,ship-technology.com,United States,12,4,4.0
20221018T084500Z,https://www.malaymail.com/news/money/mediaoutreach/2022/10/18/dhl-ocean-freight-rate-moving-towards-manageable-levels/170565,DHL : Ocean freight rate moving towards manageable levels,malaymail.com,United States,12,1,1.0
20221018T104500Z,https://bdnews24.com/bangladesh/0ggpvbnije,Body found in container sent from Chattogram to Malaysia,bdnews24.com,Bangladesh,12,5,5.0
20221031T144500Z,https://www.marinelink.com/news/video-tanker-runs-aground-singapore-500579,VIDEO : Tanker Runs Aground In Singapore Strait,marinelink.com,United States,12,2,2.0
20221102T184500Z,https://www.nytimes.com/2022/11/02/us/goran-gogic-boxer-cocaine-charged.html,Former Heavyweight Boxer Charged With Trafficking $1 Billion of Cocaine,nytimes.com,United States,12,5,5.0
20221024T211500Z,https://maritime-executive.com/article/maersk-operated-boxship-lost-power-off-australian-coast,Maersk Operated Boxship Lost Power off Australian Coast,maritime-executive.com,United States,12,2,2.0
20221230T180000Z,https://advancedbiofuelsusa.info/chevron-one-wrap-up-biofuel-bunkering-on-4800-teu-containership/,"Chevron , ONE Wrap up Biofuel Bunkering on 4 , 800 TEU Containership â€“ Advanced BioFuels united states ",advancedbiofuelsusa.info,United States,12,8,8.0
20221011T150000Z,https://www.hellenicshippingnews.com/california-steams-past-federal-maritime-commission-on-detention-and-demurrage-prohibitions/,California Steams Past Federal Maritime Commission on Detention and Demurrage Prohibitions,hellenicshippingnews.com,China,12,10,10.0
20221110T044500Z,https://www.newsfirst.lk/2022/11/10/sri-lankan-migrants-in-vietnam-will-be-repatriated-soon,Sri Lankan migrants in Vietnam will be repatriated soon,newsfirst.lk,Sri Lanka,9,12,12.0
20221109T183000Z,https://menafn.com/1105157547/Sri-Lanka-Seeks-Repatriation-Of-303-People-Rescued-From-Distressed-Vessel,Sri Lanka Seeks Repatriation Of 303 People Rescued From Dist ... ,menafn.com,Qatar,9,12,12.0
20221109T194500Z,https://www.prokerala.com/news/articles/a1361816.html,SL plans early repatriation of 303 rescued from sea while attempting to sail to< / p><p>Canada,prokerala.com,India,9,2,2.0
20221104T143000Z,https://www.irrawaddy.com/news/burma/amnesty-demands-oil-importers-stop-myanmars-air-force-fuel-supplies.html,Amnesty Demands Oil Importers Stop Myanmar Air Force Fuel Supplies,irrawaddy.com,Myanmar,4,12,12.0
20221202T130000Z,https://www.asiaone.com/singapore/gone-wind-15-shipping-containers-fall-water-keppel-terminal-due-strong-winds,Gone with the wind : 15 shipping containers fall into water at Keppel Terminal due to strong winds,asiaone.com,Singapore,6,9,9.0
20221120T211500Z,https://menafn.com/1105209784/AD-Ports-Group-And-Transmar-Launch-New-Pakistan-Service,AD Ports Group And Transmar Launch New Pakistan Service,menafn.com,Qatar,4,12,12.0
20221125T101500Z,https://economictimes.indiatimes.com/small-biz/sme-sector/maersk-flags-off-weekly-rail-service-from-sonipat-to-gujarat/articleshow/95763154.cms,Maersk flags off weekly rail service from Sonipat to Gujarat,economictimes.indiatimes.com,India,12,7,7.0
20221025T214500Z,https://www.fleetmon.com/maritime-news/2022/39965/msc-feeder-lost-overboard-4-containers-venice-ital/,"MSC feeder lost overboard 4 containers in Venice , Italy",fleetmon.com,,12,6,6.0
20221005T164500Z,https://lloydslist.maritimeintelligence.informa.com/LL1142444/Singapore-minister-backs-LNG-as-a-pragmatic-transition-fuel,Singapore minister backs LNG as a  pragmatic transition fuel  :: Lloyd List,lloydslist.maritimeintelligence.informa.com,United Kingdom,12,8,8.0
20221221T041500Z,https://www.seatrade-maritime.com/ports/ictsi-signs-30-year-lease-extension-polish-container-terminal,ICTSI signs 30 - year lease extension for Polish container terminal,seatrade-maritime.com,China,12,4,4.0
20221116T124500Z,https://www.wionews.com/world/oil-tanker-with-israeli-connection-hit-by-an-armed-drone-irans-role-suspected-534775,Oil tanker with Israeli connection hit by an armed drone ; Iran role suspected,wionews.com,India,12,3,3.0
20221031T111500Z,https://lloydslist.maritimeintelligence.informa.com/LL1142755/VLCC-runs-aground-near-gas-pipeline-off-Singapore-Strait,VLCC runs aground near gas pipeline off Singapore Strait,lloydslist.maritimeintelligence.informa.com,United Kingdom,12,2,2.0
20221116T114500Z,https://www.israelnationalnews.com/news/362896,Israeli - owned oil tanker attacked near Oman,israelnationalnews.com,Israel,12,3,3.0
20221208T140000Z,https://www.news24.com/news24/SouthAfrica/News/sa-navy-says-it-will-provide-details-of-us-sanctioned-russian-ship-docked-in-simons-town-20221208,SA Navy says it will provide details of US - sanctioned Russian ship docked in Simon Town,news24.com,South Africa,12,10,10.0
20221231T014500Z,https://maritime-executive.com/article/houston-is-proceeding-with-container-dwell-fee-as-volumes-remain-high,Houston is Proceeding with Container Dwell Fee as Volumes Remain High,maritime-executive.com,United States,12,4,4.0
20230101T151500Z,https://en.qdnd.vn/economy/news/first-cargo-welcomed-in-hai-phong-da-nang-548152,"First cargo welcomed in Hai Phong , Da Nang",en.qdnd.vn,,12,4,4.0
20221130T120000Z,https://www.ibtimes.com/venezuela-exports-oil-despite-us-sanctions-using-false-documents-ships-linked-iran-3641899,"Venezuela Exports Oil , Despite US Sanctions , Using False Documents , Ships Linked To Iran",ibtimes.com,United States,4,5,5.0
20221024T134500Z,https://www.marinelink.com/news/containership-loses-power-off-australian-500403,Containership Loses Power Off Australian Coast,marinelink.com,United States,12,2,2.0
20201005T151500Z,https://www.thehindu.com/news/national/kerala/vizhinjam-to-be-declared-crew-change-and-bunkering-hub/article32775136.ece,Vizhinjam to be declared crew change and bunkering hub,thehindu.com,India,12,4,4.0
20201028T084500Z,https://www.vesselfinder.com/news/19416-Cai-Mep-International-Terminal-receives-ultra-large-container-ship,Cai Mep International Terminal receives ultra - large container ship,vesselfinder.com,United States,12,4,4.0
20201027T160000Z,https://www.marineinsight.com/shipping-news/cmit-receives-largest-container-vessel-in-vietnams-history/,CMIT Receives Largest Container Vessel In Vietnam History,marineinsight.com,United States,12,4,4.0
20201231T003000Z,https://www.sfchronicle.com/business/article/Port-of-Oakland-will-soon-get-its-tallest-15836984.php,Port of Oakland will soon get its tallest container cranes,sfchronicle.com,United States,12,4,4.0
20201021T154500Z,https://www.marineinsight.com/shipping-news/container-transshipment-ports-see-heavy-september-cargo-rollovers/,Container Transshipment Ports See Heavy September Cargo Rollovers,marineinsight.com,United States,6,4,4.0
20201217T021500Z,https://www.straitstimes.com/singapore/explosives-laden-boat-attacks-singapore-registered-oil-tanker,  Explosives - laden boat  attacks Singapore - registered oil tanker,straitstimes.com,Singapore,12,3,3.0
20201216T024500Z,https://www.channelnewsasia.com/news/singapore/oil-tanker-hit-explosion-saudi-arabia-mpa-13781284,Singapore - registered ships advised to be vigilant after oil tanker hit by explosion in Saudi Arabia,channelnewsasia.com,United States,8,2,2.0
20201220T203000Z,https://www.zerohedge.com/markets/shippers-blame-carriers-entirely-predictable-us-container-graveyard,Shippers Blame Carriers For Entirely Predictable US Container Graveyard,zerohedge.com,United States,12,6,6.0
20201028T130000Z,https://www.porttechnology.org/news/apmt-welcomes-largest-vessel-to-call-at-a-vietnamese-port/,APMT welcomes largest vessel to call at a Vietnamese port - Port Technology International,porttechnology.org,China,12,4,4.0
20201221T100000Z,https://www.nzherald.co.nz/hawkes-bay-today/news/fire-ship-remains-in-port-at-napier/YWPRA4N2KVGC3AZRXYY5IG7AIU/,Fire ship remains in port at Napier,nzherald.co.nz,New Zealand,8,1,1.0
20201031T084500Z,https://www.hellenicshippingnews.com/cmit-receives-largest-container-vessel-in-vietnams-history/,CMIT receives largest container vessel in Vietnam history | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,4,4.0
20201214T143000Z,https://www.daily-sun.com/post/523739/Oil-tanker-BW-Rhine-hit-by-explosion-at-Saudi-port-of-Jeddah,Oil tanker BW Rhine hit by explosion at Saudi port of Jeddah - 523739,daily-sun.com,Bangladesh,8,2,2.0
20201120T081500Z,https://www.marineinsight.com/know-more/10-major-ports-in-dubai-and-the-united-arab-emirates/,10 Major Ports in Dubai and the United Arab Emirates,marineinsight.com,United States,12,4,4.0
20201218T004500Z,http://www.msn.com/en-nz/news/national/everyone-accounted-for-as-11-fire-crews-battle-to-get-napier-port-ship-blaze-under-control/ar-BB1c1odC,  Everyone accounted for  as 11 fire crews battle to get Napier Port ship blaze under control,msn.com,United States,8,2,2.0
20201103T073000Z,http://jamaica-gleaner.com/article/shipping/20201027/bunkering-fuelling-jamaicas-maritime-trade,Bunkering : Fuelling Jamaica maritime trade | Shipping,jamaica-gleaner.com,Jamaica,12,4,4.0
20201005T144500Z,https://www.hellenicshippingnews.com/egypt-mulls-operating-multipurpose-terminal-in-alexandria-port-with-singapore/,Egypt mulls operating multipurpose terminal in Alexandria Port with Singapore | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,4,4.0
20201221T170000Z,https://www.marineinsight.com/shipping-news/maersk-urges-global-action-after-ship-hijacked-in-gulf-of-guinea/,Maersk Urges Global Action After Ship Attacked In Gulf Of Guinea,marineinsight.com,United States,12,3,3.0
20201220T234500Z,https://www.hellenicshippingnews.com/asia-holds-sway-over-container-ports/,Asia holds sway over container ports | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,4,4.0
20201008T184500Z,https://www.wsj.com/articles/russias-siberian-waters-see-record-ship-traffic-as-ice-melt-accelerates-11602180850,Russia Siberian Waters See Record Ship Traffic as Ice Melt Accelerates,wsj.com,United States,12,9,9.0
20201022T104500Z,https://www.seatrade-maritime.com/casualty/investigation-identifies-series-errors-maersk-honam-loss,Investigation identifies series of errors in Maersk Honam loss,seatrade-maritime.com,China,12,6,6.0
20201015T133000Z,https://www.lloydsloadinglist.com/freight-directory/news/Heavy-September-cargo-rollovers-at-Asian-transhipment-box-ports/77597.htm,Heavy September cargo rollovers at Asian transhipment box ports,lloydsloadinglist.com,United Kingdom,6,4,4.0
20201201T081500Z,https://mb.com.ph/2020/12/01/ictsi-iraq-delivers-record-performance/,ICTSI Iraq delivers record performance,mb.com.ph,Philippines,12,1,1.0
20201208T230000Z,https://www.freightwaves.com/news/storm-beaten-one-apus-berths-in-japan,Storm - beaten ONE Apus berths in Japan,freightwaves.com,United States,12,9,9.0
20201217T233000Z,https://www.newshub.co.nz/home/new-zealand/2020/12/massive-fire-breaks-out-on-ship-at-napier-port-11-crews-battling-to-get-in-under-control.html,"Massive fire breaks out on ship at Napier Port , 11 crews battling to get in under control",newshub.co.nz,New Zealand,8,2,2.0
20201014T141500Z,https://www.porttechnology.org/news/cma-cgm-and-port-of-singapore-break-utilisation-record/,CMA CGM and Port of Singapore break utilisation record - Port Technology International,porttechnology.org,China,12,4,4.0
